Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Lee_2018,Lee,2018,Thesis,Y,31,,,20.02997753,21,,,12.6964562,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,31,,,20.02997753,21.28333333,,,15.11402219,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,13.66666667,,,12.73839341,19,,,26.91468001,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,13.66666667,,,12.73839341,9.333333333,,,8.824209124,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,1.3,,,3.184336666,3,,,7.348469228,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,1.3,,,3.184336666,1.666666667,,,4.082482905,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,3.316666667,,,2.713239147,6.333333333,,,10.0730664,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,3.316666667,,,2.713239147,2,,,3.346640106,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,15,,,19.82927129,8.666666667,,,11.97775716,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,15,,,19.82927129,17,,,24.64954361,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,6.666666667,,,7.339391437,7.666666667,,,13.23127608,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,6.666666667,,,7.339391437,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,1.666666667,,,4.082482905,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,1,,,1.673320053,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.333333333,,,0.816496581,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,26.56666667,,,23.53564672,17.98333333,,,19.23958593,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,26.56666667,,,23.53564672,45.66666667,,,20.72357755,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,34.05,,,30.21269601,18.38333333,,,22.49163548,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,34.05,,,30.21269601,67,,,16.18641406,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,7.333333333,,,13.42634227,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,1,,,1.095445115,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,3.333333333,,,7.229568913,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,3.333333333,,,8.164965809,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,2.666666667,,,4.676180778,3.666666667,,,7.089898918,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,2.666666667,,,4.676180778,5.333333333,,,6.889605697,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,4.082482905,4.95,,,7.687327234,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,1.666666667,,,4.082482905,3,,,3.521363372,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,8,,,17.7087549,6.333333333,,,9.831920803,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,8,,,17.7087549,7.666666667,,,13.47095641,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp14,Wirrina Cove,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,3,,,4.69041576,3.333333333,,,7.229568913,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,3,,,4.69041576,0.333333333,,,0.816496581,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,1,,,2.449489743,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,1,,,2.449489743,0.666666667,,,1.032795559,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp7,North Haven,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,63.28333333,,,27.56914338,62.51666667,,,30.81560752,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,63.28333333,,,27.56914338,67.78333333,,,29.14312383,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,43.63333333,,,22.81628074,42,,,31.89984326,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,43.63333333,,,22.81628074,22,,,25.89208373,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,6.408327915,1.966666667,,,3.021037349,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,5.333333333,,,6.408327915,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp8,North Haven,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,6.333333333,,,4.633213428,10.33333333,,,18.04069474,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,6.333333333,,,4.633213428,19.33333333,,,28.21819744,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,22.66666667,,,35.90357457,19,,,33.17227758,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,22.66666667,,,35.90357457,18.66666667,,,22.04238342,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,0.666666667,,,1.632993162,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp9,North Haven,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,50.66666667,,,39.65181795,40.66666667,,,45.54850894,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,50.66666667,,,39.65181795,50.33333333,,,45.067357,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,11.66666667,,,28.57738033,6.666666667,,,16.32993162,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,11.66666667,,,28.57738033,14.66666667,,,32.09153575,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,15.66666667,,,32.65373894,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0,,,0,1.666666667,,,4.082482905,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp10,North Haven,13 weeks,91,13,2.99177951,2016,June,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,37.55,,,23.53242444,35.51666667,,,21.60096448,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,37.55,,,23.53242444,41.33333333,,,23.38090389,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,8.316666667,,,10.98916133,18.85,,,18.90224854,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,8.316666667,,,10.98916133,4,,,7.042726745,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp11,Wirrina Cove,13 weeks,91,13,2.99177951,2015,September,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,91,,,9.5289034,75,,,13.37161172,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,91,,,9.5289034,87.33333333,,,9.521904571,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,71.33333333,,,25.1925915,62.33333333,,,39.50527391,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,71.33333333,,,25.1925915,48.76666667,,,32.06254305,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,0.666666667,,,1.632993162,0,,,0,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp12,Wirrina Cove,13 weeks,91,13,2.99177951,2015,December,"35°30'5""S","138°14'38""E",Australia,Substrate,,upfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,90.66666667,,,16.37884815,71.33333333,,,36.97927347,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,90.66666667,,,16.37884815,78.33333333,,,16.51262144,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,downfacing,floating,,,,raw data supplied,Wood,Cement,,,,
Lee_2018,Lee,2018,Thesis,Y,80,,,28.08558349,56,,,41.72289539,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Polymer,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Acrylic,,,,
Lee_2018,Lee,2018,Thesis,Y,80,,,28.08558349,44.33333333,,,18.99122604,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,,Wood,Concrete,1m,1,Y,Exp13,Wirrina Cove,13 weeks,91,13,2.99177951,2016,March,"35°30'5""S","138°14'38""E",Australia,Substrate,,vertical,floating,,,,raw data supplied,Wood,Cement,,,,
